"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"262","chr20",59403526,59403926,401,"*",4.48524557116013,4.30797687026788,4.64309682775446,-0.236490264294411,0.403441783484804,0.999789157560756,26.37,13.26,15.35,19.15,24.9,28.07,16.17,22.69,35.51,22.49,"EDN3","+103299","Not Significant",0.394219124970138,0.394219124970138,"Not Capped"
"277","chr1",22039816,22040216,401,"*",5.54228756077035,5.25786153545662,5.77976781701105,-0.423390034732163,0.0541057703172541,0.999789157560756,50.95,25.62,29.65,36.99,48.11,61.73,35.56,49.88,78.07,49.46,"CDC42","-12611","Not Significant",1.26675641542383,1.26675641542383,"Not Capped"
"280","chr9",114930411,114930811,401,"*",4.63798367394677,4.47097310031039,4.78765097870041,-0.218251810465271,0.403979284506554,0.999789157560756,29.53,14.85,17.18,21.44,27.88,31.03,17.88,25.08,39.25,24.86,"TNFSF8","-194","Not Significant",0.393640904332852,0.393640904332852,"Not Capped"
"282","chr19",44748508,44748908,401,"*",4.68874906176654,4.52392579994166,4.836657734014,-0.214323442586692,0.404032497412519,0.999789157560756,30.63,15.41,17.83,22.24,28.92,32.1,18.49,25.94,40.61,25.72,"BCL3","+161","Not Significant",0.393583702019774,0.393583702019774,"Not Capped"
"284","chr2",35895077,35895477,401,"*",3.47721701065288,3.61022882368485,3.33068486209967,0.37262221139678,0.404160081429107,0.999789157560756,16.26,8.18,9.46,11.8,15.35,11.3,6.51,9.14,14.3,9.06,"CRIM1","-460649","Not Significant",0.393446583624248,0.393446583624248,"Not Capped"
"304","chr2",127408005,127408405,401,"*",4.56577562389104,4.39618395021084,4.71751199966537,-0.222728751935173,0.40484204582682,0.999789157560756,28.04,14.1,16.32,20.35,26.47,29.56,17.03,23.89,37.39,23.68,"PROC","-10222","Not Significant",0.392714389146739,0.392714389146739,"Not Capped"
"340","chr5",96276624,96277024,401,"*",2.6507649894817,2.25798718834885,2.9591705215967,-0.591096595562619,0.405902563108682,0.999789157560756,6.37,3.2,3.71,4.62,6.01,8.74,5.03,7.06,11.05,7,"PCSK1","+156456","Not Significant",0.391578206282018,0.391578206282018,"Not Capped"
"341","chr12",51814226,51814626,401,"*",4.67370263992803,4.50871786804863,4.82174133332199,-0.214546937681855,0.405903625720743,0.999789157560756,30.31,15.25,17.64,22.01,28.62,31.77,18.3,25.68,40.19,25.46,"FIGNL2","+34340","Not Significant",0.39157706934426,0.39157706934426,"Not Capped"
"355","chr3",106236089,106236489,401,"*",3.12887278645885,2.83132904398546,3.37541893660033,-0.440326662401822,0.406631243095952,0.999789157560756,9.48,4.77,5.52,6.88,8.95,11.66,6.72,9.42,14.75,9.34,"CBLB","-367246","Not Significant",0.390799255843363,0.390799255843363,"Not Capped"
"365","chr3",33008303,33008703,401,"*",3.42096958530993,3.1595775918862,3.64218770910722,-0.380535530944464,0.406859232844657,0.999789157560756,11.9,5.98,6.92,8.64,11.23,14.03,8.08,11.34,17.74,11.24,"CCR4","+56929","Not Significant",0.390555824124581,0.390555824124581,"Not Capped"
"373","chr2",32848519,32848919,401,"*",3.20166360774294,2.90501819911773,3.44759333552573,-0.438285098616896,0.407242104672559,0.999789157560756,9.97,5.02,5.8,7.24,9.42,12.26,7.06,9.91,15.5,9.82,"LTBP1","-98253","Not Significant",0.390147326738001,0.390147326738001,"Not Capped"
"394","chr1",168452935,168453335,401,"*",3.35998998013448,3.5077122711959,3.19539818093339,0.404684782207885,0.408129574214876,0.999789157560756,15.14,7.62,8.81,11,14.3,10.29,5.93,8.32,13.02,8.25,"XCL2","+90862","Not Significant",0.389201933888913,0.389201933888913,"Not Capped"
"400","chr10",6543309,6543709,401,"*",4.11800367137536,3.91917430765217,4.29272041185109,-0.274279453163298,0.408327972952908,0.999789157560756,20.14,10.13,11.72,14.62,19.02,22.02,12.68,17.8,27.85,17.64,"PRKCQ","+36792","Not Significant",0.388990867240956,0.388990867240956,"Not Capped"
"427","chr16",68093694,68094094,401,"*",3.45230803817731,3.58721955723975,3.30346663929081,0.376298274967134,0.409749991742063,0.999789157560756,16,8.05,9.31,11.62,15.11,11.09,6.39,8.96,14.03,8.89,"NFATC3","+8236","Not Significant",0.38748104651006,0.38748104651006,"Not Capped"
"433","chr13",103545636,103546036,401,"*",3.45879142776074,3.20172361197043,3.6769068404422,-0.373297957755515,0.409916467448697,0.999789157560756,12.25,6.16,7.13,8.89,11.57,14.37,8.28,11.61,18.17,11.51,"SLC10A2","-478990","Not Significant",0.387304634553842,0.387304634553842,"Not Capped"
"440","chr19",38374387,38374787,401,"*",6.11036164736433,6.15200693314001,6.06747839161612,0.181612290705117,0.410027684192754,0.999789157560756,94.68,47.62,55.1,68.74,89.41,75.35,43.4,60.89,95.3,60.37,"PSMD8","+51","Not Significant",0.387186819655256,0.387186819655256,"Not Capped"
"448","chr5",143403638,143404038,401,"*",6.15558512836618,6.00938132367615,6.28832637869403,-0.18122986980349,0.410218693326316,0.999789157560756,85.77,43.14,49.92,62.27,80.99,87.81,50.58,70.97,111.07,70.36,"NR3C1","-149","Not Significant",0.386984553076648,0.386984553076648,"Not Capped"
"539","chr1",206863675,206864075,401,"*",2.87979810091778,3.07267449868494,2.65709719544219,0.504280145437722,0.413334781745264,0.999789157560756,11.2,5.63,6.52,8.13,10.58,7.09,4.08,5.73,8.96,5.68,"IL20","-1479","Not Significant",0.383698047695637,0.383698047695637,"Not Capped"
"556","chr10",82353292,82353692,401,"*",2.88419098719359,3.07413394467993,2.66539353846855,0.497728676405528,0.413718484435217,0.999789157560756,11.21,5.64,6.53,8.14,10.59,7.13,4.11,5.76,9.02,5.71,"NRG3","+478178","Not Significant",0.383295074925422,0.383295074925422,"Not Capped"
"558","chr16",23809725,23810125,401,"*",2.24234252104712,2.50642304319447,1.91884382802768,0.666476009228008,0.413793995773369,0.999789157560756,7.57,3.81,4.4,5.49,7.14,4.25,2.45,3.43,5.37,3.4,"PRKCB","-26099","Not Significant",0.383215815317003,0.383215815317003,"Not Capped"
"559","chr19",7197949,7198349,401,"*",5.99336949300559,6.0336425412103,5.95193985293078,0.178749545472829,0.413824170005924,0.999789157560756,87.23,43.87,50.76,63.33,82.36,69.55,40.06,56.21,87.97,55.73,"INSR","+95885","Not Significant",0.383184147325067,0.383184147325067,"Not Capped"
"579","chr22",17084689,17085089,401,"*",5.64194757148882,5.68176516064185,5.60099977182391,0.177723568862944,0.414382776266329,0.999789157560756,68.35,34.38,39.78,49.62,64.54,54.53,31.41,44.07,68.97,43.69,"IL17RA","-70","Not Significant",0.382598304247246,0.382598304247246,"Not Capped"
"604","chr12",10364295,10364695,401,"*",3.99725109716536,3.79374367050828,4.17556840961559,-0.282342469847419,0.415176733978219,0.999789157560756,18.47,9.29,10.75,13.41,17.44,20.3,11.7,16.41,25.68,16.27,"KLRK1","+25523","Not Significant",0.381766991835867,0.381766991835867,"Not Capped"
"636","chr1",206769148,206769548,401,"*",3.61661620514518,3.38018667088484,3.81970020891659,-0.338454634301039,0.416090034512517,0.999789157560756,13.86,6.97,8.07,10.06,13.09,15.86,9.14,12.82,20.07,12.71,"IL10","+3146","Not Significant",0.380812685572231,0.380812685572231,"Not Capped"
"644","chr1",201506947,201507347,401,"*",5.30029963889837,5.1535399691436,5.43349886863647,-0.182036380499552,0.416281741811358,0.999789157560756,47.39,23.84,27.58,34.41,44.75,48.55,27.97,39.24,61.41,38.9,"CSRP1","+2309","Not Significant",0.38061263692602,0.38061263692602,"Not Capped"
"648","chr3",25461608,25462008,401,"*",3.13759868244281,3.30405144608087,2.94940566581867,0.445400712676306,0.416342090501909,0.999789157560756,13.15,6.61,7.65,9.55,12.42,8.68,5,7.01,10.98,6.95,"RARB","+33497","Not Significant",0.380549681477653,0.380549681477653,"Not Capped"
"672","chr11",89557645,89558045,401,"*",2.64970425645897,3.15162908720992,1.87349338934802,1.34359540859111,0.0557438746752458,0.999789157560756,11.83,5.95,6.89,8.59,11.17,4.12,2.37,3.33,5.21,3.3,"NOX4","-66360","Not Significant",1.25380284739892,1.25380284739892,"Not Capped"
"700","chr19",18160759,18161159,401,"*",4.20608917840493,4.0167356513735,4.37344888264312,-0.257623461263036,0.417910740807772,0.999789157560756,21.55,10.84,12.54,15.65,20.35,23.29,13.41,18.82,29.45,18.66,"PIK3R2","+7841","Not Significant",0.378916466823346,0.378916466823346,"Not Capped"
"712","chr17",8941512,8941912,401,"*",4.28530384580333,4.1024932275676,4.4475332043773,-0.24595862660945,0.418246597855127,0.999789157560756,22.87,11.5,13.31,16.61,21.6,24.51,14.12,19.81,31.01,19.64,"PIK3R5","+24000","Not Significant",0.378567583034436,0.378567583034436,"Not Capped"
"738","chr21",44927567,44927967,401,"*",4.86214905072249,5.03506298988104,4.66565193131585,0.46474394036658,0.056207459914325,0.999789157560756,43.66,21.96,25.41,31.69,41.22,28.52,16.43,23.04,36.07,22.85,"ITGB2","+1106","Not Significant",1.25020604057645,1.25020604057645,"Not Capped"
"743","chr19",18104372,18104772,401,"*",4.56024134637289,4.61942436887051,4.4985262430068,0.217160584570639,0.419181896961523,0.999789157560756,32.73,16.46,19.05,23.76,30.9,25.4,14.63,20.52,32.12,20.35,"IL12RB1","-5628","Not Significant",0.377597481318894,0.377597481318894,"Not Capped"
"748","chr11",86244911,86245311,401,"*",5.42603070206336,5.28130571549455,5.55755197958655,-0.178380657233214,0.419365696774045,0.999789157560756,51.78,26.04,30.13,37.59,48.9,52.91,30.48,42.76,66.93,42.4,"EED","-112","Not Significant",0.377407096786811,0.377407096786811,"Not Capped"
"751","chr2",33475857,33476257,401,"*",4.96715781219051,4.8154467012012,5.10442239724234,-0.190876212955527,0.419387231455292,0.999789157560756,37.49,18.86,21.82,27.22,35.4,38.65,22.27,31.24,48.89,30.97,"RASGRP3","-171","Not Significant",0.377384796076024,0.377384796076024,"Not Capped"
"763","chr19",18280195,18280595,401,"*",5.96182154437633,5.81793271421314,6.09265201137916,-0.176983103482147,0.419768637529705,0.999789157560756,75.11,37.78,43.71,54.53,70.93,76.67,44.17,61.96,96.98,61.44,"JUND","+1227","Not Significant",0.376990012291484,0.376990012291484,"Not Capped"
"780","chr22",41926514,41926914,401,"*",4.8024365339551,4.85344485597908,4.74955843752852,0.200482403939999,0.420399926632941,0.999789157560756,38.49,19.36,22.4,27.95,36.35,30.22,17.41,24.42,38.23,24.22,"TNFRSF13C","+104","Not Significant",0.376337368435688,0.376337368435688,"Not Capped"
"801","chr3",127124758,127125158,401,"*",3.4235481808957,3.16608852683273,3.64194540659723,-0.374148513024455,0.421041103636992,0.999789157560756,11.95,6.01,6.96,8.68,11.29,14.03,8.08,11.33,17.74,11.24,"PLXNA1","+136364","Not Significant",0.375675504612413,0.375675504612413,"Not Capped"
"813","chr10",6918273,6918673,401,"*",3.31165434334748,3.44946168503872,3.159279829954,0.382516028259188,0.421793909641467,0.999789157560756,14.55,7.32,8.46,10.56,13.73,10.04,5.78,8.11,12.7,8.04,"PRKCQ","-338172","Not Significant",0.374899695407816,0.374899695407816,"Not Capped"
"829","chr7",97595188,97595588,401,"*",2.70923124010902,2.91521787428316,2.46885595898791,0.532133797523657,0.422415576880517,0.999789157560756,10.04,5.05,5.85,7.29,9.48,6.22,3.58,5.03,7.87,4.98,"TAC1","-136520","Not Significant",0.374260075255208,0.374260075255208,"Not Capped"
"831","chr5",140042964,140043364,401,"*",4.78295300916674,4.62620425627542,4.92432776748848,-0.199698767036354,0.422566624264558,0.999789157560756,32.88,16.54,19.14,23.87,31.05,34.12,19.65,27.57,43.15,27.34,"NRG2","+130","Not Significant",0.374104807970277,0.374104807970277,"Not Capped"
"847","chr4",122827553,122827953,401,"*",3.7815617533036,3.88323380244904,3.67217756310189,0.305458222837288,0.42324022183268,0.999789157560756,19.65,9.88,11.43,14.26,18.55,14.32,8.25,11.57,18.12,11.48,"FGF2","+1045","Not Significant",0.373413066658282,0.373413066658282,"Not Capped"
"875","chr12",88480776,88481176,401,"*",3.33342680355332,3.06545744963128,3.55933388121814,-0.391069369850552,0.42431889350051,0.999789157560756,11.15,5.61,6.49,8.09,10.53,13.24,7.63,10.7,16.75,10.61,"KITLG","+99485","Not Significant",0.372307630122768,0.372307630122768,"Not Capped"
"882","chr22",39951701,39952101,401,"*",3.97709636651304,4.06497508502095,3.88351548959285,0.276667189344248,0.424645512212561,0.999789157560756,22.29,11.21,12.97,16.18,21.04,16.58,9.55,13.4,20.97,13.29,"GRAP2","+50819","Not Significant",0.371973461315751,0.371973461315751,"Not Capped"
"899","chr10",121266569,121266969,401,"*",2.87609253914629,3.07702459973516,2.64257623734742,0.522661108698689,0.425160778031038,0.999789157560756,11.24,5.65,6.54,8.16,10.61,7.02,4.04,5.67,8.87,5.62,"FGFR2","+331634","Not Significant",0.371446806873037,0.371446806873037,"Not Capped"
"903","chr5",139968735,139969135,401,"*",4.86510301455512,4.71166914741108,5.00377611683247,-0.193938445971573,0.425248185024139,0.999789157560756,34.89,17.55,20.3,25.33,32.94,36.05,20.76,29.13,45.59,28.88,"NRG2","+74359","Not Significant",0.371357531297247,0.371357531297247,"Not Capped"
"916","chr2",105744542,105744942,401,"*",4.91215632873777,4.76015609786905,5.04965751037557,-0.191270652450846,0.425761495793726,0.999789157560756,36.08,18.15,21,26.2,34.07,37.21,21.44,30.07,47.07,29.82,"NCK2","-155","Not Significant",0.370833617018024,0.370833617018024,"Not Capped"
"919","chr1",167447699,167448099,401,"*",4.79888638467468,4.84828293803168,4.74773839392521,0.197204869186554,0.425861357030728,0.999789157560756,38.35,19.29,22.32,27.85,36.22,30.19,17.39,24.39,38.18,24.19,"CD247","+70639","Not Significant",0.370731766335552,0.370731766335552,"Not Capped"
"936","chr17",43983805,43984205,401,"*",3.77140779262426,3.55391842711693,3.96036461238783,-0.306160160468357,0.426546438596228,0.999789157560756,15.64,7.87,9.1,11.35,14.77,17.49,10.07,14.13,22.12,14.01,"PYY","+20464","Not Significant",0.370033679787921,0.370033679787921,"Not Capped"
"937","chr2",96962759,96963159,401,"*",5.47936587784676,5.51758214895167,5.44010966685608,0.174418744306131,0.426570059635835,0.999789157560756,61,30.68,35.5,44.28,57.6,48.78,28.1,39.42,61.7,39.08,"SEMA4C","-92988","Not Significant",0.370009630347587,0.370009630347587,"Not Capped"
"991","chr1",218398625,218399025,401,"*",2.61238148253416,2.24363458946335,2.90580507462673,-0.552145452111957,0.428743117792579,0.999789157560756,6.31,3.17,3.67,4.58,5.95,8.42,4.85,6.8,10.65,6.75,"TGFB2","+52590","Not Significant",0.367802838211436,0.367802838211436,"Not Capped"
"994","chr10",44335453,44335853,401,"*",3.28331126830123,3.01020963283749,3.51285179934455,-0.399512761009353,0.428917525288985,0.999789157560756,10.73,5.4,6.24,7.79,10.13,12.82,7.39,10.36,16.22,10.28,"CXCL12","+49396","Not Significant",0.367626208410484,0.367626208410484,"Not Capped"
"1015","chr18",79523541,79523941,401,"*",4.73539991509871,4.57837089538166,4.87700257696957,-0.200217022016576,0.429482680284153,0.999789157560756,31.81,16,18.51,23.09,30.04,33.01,19.02,26.68,41.76,26.45,"NFATC1","+127516","Not Significant",0.367054345240621,0.367054345240621,"Not Capped"
"1017","chr17",63801016,63801416,401,"*",3.13756600764885,2.84980151107564,3.37736679012163,-0.424040443630121,0.429558939804361,0.999789157560756,9.6,4.83,5.59,6.97,9.06,11.68,6.73,9.44,14.77,9.35,"PSMC5","-25967","Not Significant",0.366977238175883,0.366977238175883,"Not Capped"
"1020","chr3",32902816,32903216,401,"*",3.3184815940569,3.05602381504134,3.54046199794462,-0.382103593272605,0.429722567550366,0.999789157560756,11.07,5.57,6.44,8.04,10.46,13.07,7.53,10.56,16.53,10.47,"CCR4","-48558","Not Significant",0.366811838065612,0.366811838065612,"Not Capped"
"1041","chr2",25215955,25216355,401,"*",5.21576063846455,5.07109547506956,5.34723251592754,-0.178085612877007,0.430227871635492,0.999789157560756,44.76,22.51,26.05,32.5,42.27,45.74,26.35,36.96,57.85,36.65,"POMC","-47252","Not Significant",0.366301457952736,0.366301457952736,"Not Capped"
"1043","chr11",69840252,69840652,401,"*",3.66757855951438,3.44127473231057,3.863150248323,-0.321133189986013,0.430327847806632,0.999789157560756,14.46,7.27,8.42,10.5,13.66,16.35,9.42,13.21,20.68,13.1,"FGF3","-21428","Not Significant",0.366200548508612,0.366200548508612,"Not Capped"
"1051","chr17",30708753,30709153,401,"*",4.68833609484039,4.52994134667058,4.8310481734714,-0.202917794628931,0.430640859425128,0.999789157560756,30.76,15.47,17.9,22.33,29.05,31.98,18.42,25.84,40.45,25.62,"CRLF3","+115823","Not Significant",0.365884766474882,0.365884766474882,"Not Capped"
"1069","chr5",180673837,180674237,401,"*",4.04827873172651,3.85568655561366,4.21816258596023,-0.263111983948444,0.431543979079407,0.999789157560756,19.28,9.7,11.22,13.99,18.2,20.91,12.05,16.9,26.45,16.76,"FLT4","-24413","Not Significant",0.364974938307453,0.364974938307453,"Not Capped"
"1081","chr9",32431850,32432250,401,"*",3.39417000472084,3.52273487204784,3.25301725633829,0.36315145289243,0.43196072879248,0.999789157560756,15.3,7.7,8.91,11.11,14.45,10.71,6.17,8.66,13.55,8.58,"ACO1","+47430","Not Significant",0.364555734768376,0.364555734768376,"Not Capped"
"1095","chr2",157596770,157597170,401,"*",3.42462014767713,3.55132645810494,3.28570484461609,0.358617504650963,0.432545525155615,0.999789157560756,15.61,7.85,9.08,11.33,14.74,10.96,6.31,8.85,13.86,8.78,"ACVR1C","+32035","Not Significant",0.363968176561306,0.363968176561306,"Not Capped"
"1101","chr19",8005451,8005851,401,"*",5.54510714221831,5.40389753765997,5.67371916901325,-0.171948602237007,0.432585158696661,0.999789157560756,56.37,28.35,32.81,40.93,53.23,57.35,33.04,46.35,72.54,45.95,"ELAVL1","-43","Not Significant",0.363928384588814,0.363928384588814,"Not Capped"
"1143","chr14",102777256,102777656,401,"*",5.70528249494326,5.74170481724442,5.66791678541516,0.170784166501011,0.433869365145081,0.999789157560756,71.25,35.83,41.46,51.72,67.28,57.12,32.9,46.16,72.25,45.77,"TRAF3","-20","Not Significant",0.362641013660004,0.362641013660004,"Not Capped"
"1152","chr9",120842816,120843216,401,"*",5.92432039517137,5.78355023390813,6.05256783641201,-0.171300142927448,0.434180834233688,0.999789157560756,73.34,36.89,42.68,53.25,69.26,74.57,42.96,60.27,94.32,59.75,"PSMD5","-32","Not Significant",0.362329351241478,0.362329351241478,"Not Capped"
"1166","chr11",119205971,119206371,401,"*",5.68858357074336,5.72577383769742,5.65040917574974,0.172415100616244,0.434505572980343,0.999789157560756,70.46,35.44,41.01,51.16,66.54,56.43,32.51,45.61,71.38,45.22,"CBL","-105","Not Significant",0.362004648906709,0.362004648906709,"Not Capped"
"1178","chr3",24185646,24186046,401,"*",3.79153144299179,3.57926395944197,3.9765359116521,-0.297122814089715,0.435031924840565,0.999789157560756,15.91,8,9.26,11.55,15.03,17.69,10.19,14.29,22.37,14.17,"NR1D2","+240586","Not Significant",0.361478871152611,0.361478871152611,"Not Capped"
"1193","chr19",49476051,49476451,401,"*",5.04339364148617,4.89724934127463,5.17608584676613,-0.180821507352945,0.435382137778274,0.999789157560756,39.68,19.96,23.09,28.81,37.47,40.62,23.4,32.83,51.38,32.55,"FLT3LG","+1690","Not Significant",0.361129392528408,0.361129392528408,"Not Capped"
"1214","chr6",41384321,41384721,401,"*",3.42153835021628,3.54616157816853,3.28512325818901,0.354656362215696,0.436045795344562,0.999789157560756,15.55,7.82,9.05,11.29,14.69,10.95,6.31,8.85,13.85,8.78,"NCR2","+48732","Not Significant",0.360467896921762,0.360467896921762,"Not Capped"
"1218","chr1",32291802,32292202,401,"*",5.69787999024525,5.55776548722187,5.82558308455868,-0.170008955058671,0.43616882609001,0.999789157560756,62.72,31.54,36.5,45.53,59.22,63.72,36.7,51.49,80.59,51.05,"HDAC1","-84","Not Significant",0.360345377594767,0.360345377594767,"Not Capped"
"1244","chr3",106236638,106237038,401,"*",3.00624978898179,2.70266604477014,3.25692374672808,-0.449599234674178,0.43732745020163,0.999789157560756,8.67,4.36,5.04,6.29,8.18,10.74,6.19,8.68,13.58,8.61,"CBLB","-367795","Not Significant",0.359193261971531,0.359193261971531,"Not Capped"
"1304","chr6",160004194,160004594,401,"*",3.58675631498149,3.35607188124119,3.78558927502005,-0.328641100389396,0.439121860710664,0.999789157560756,13.63,6.86,7.93,9.9,12.87,15.49,8.93,12.52,19.6,12.41,"IGF2R","+35295","Not Significant",0.357414941967146,0.357414941967146,"Not Capped"
"1335","chr6",151842561,151842961,401,"*",2.78019711741599,2.9677648597364,2.56454679988232,0.492114550426483,0.439961035697552,0.999789157560756,10.42,5.24,6.06,7.56,9.84,6.65,3.83,5.37,8.41,5.33,"ESR1","+152265","Not Significant",0.356585784265753,0.356585784265753,"Not Capped"
"1360","chr5",54883789,54884189,401,"*",4.27188099069469,4.09622393678858,4.42845338484308,-0.233375525971505,0.441087298350113,0.999789157560756,22.77,11.45,13.25,16.53,21.5,24.19,13.94,19.55,30.6,19.38,"ESM1","+101674","Not Significant",0.355475448083937,0.355475448083937,"Not Capped"
"1385","chr2",84926835,84927235,401,"*",5.06044721658228,4.91585733212464,5.19185692579626,-0.177888458243938,0.4417584267935,0.999789157560756,40.19,20.22,23.39,29.18,37.95,41.07,23.66,33.19,51.94,32.9,"TMSB10","+21410","Not Significant",0.354815157327681,0.354815157327681,"Not Capped"
"1395","chr5",143405177,143405577,401,"*",5.37225744256397,5.23200539746327,5.50007476592446,-0.170156549252457,0.442082371849399,0.999789157560756,50.04,25.17,29.12,36.33,47.25,50.85,29.29,41.09,64.31,40.74,"NR3C1","-1688","Not Significant",0.354496802355309,0.354496802355309,"Not Capped"
"1442","chr4",80500592,80500992,401,"*",3.82179954303243,3.91462856912279,3.7225842351178,0.286902899562374,0.443120608993428,0.999789157560756,20.08,10.1,11.69,14.58,18.96,14.83,8.54,11.99,18.76,11.88,"FGF5","+234193","Not Significant",0.353478050997536,0.353478050997536,"Not Capped"
