"","output_prefix","name","motif_id","cluster","total_tfbs","CD4_Good_mean_score","CD4_Good_bound","CD4_Poor_mean_score","CD4_Poor_bound","CD4_Good_CD4_Poor_change","CD4_Good_CD4_Poor_pvalue","CD4_Good_CD4_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"21","FOXL1_MA0033.2","FOXL1","MA0033.2","C_FKH1",17643,0.3867,593,0.29815,466,0.07468,5.1808e-102,"False","Up_CD4_Good",101.285603172927,5,"Capped"
"22","HNF1B_MA0153.2","HNF1B","MA0153.2","C_HNF1A",9842,0.31777,135,0.22362,97,0.11826,3.34099e-110,"True","Up_CD4_Good",109.476124824258,5,"Capped"
"23","HSF1_MA0486.2","HSF1","MA0486.2","C_HSFA4A",8911,0.4122,343,0.34045,299,0.02684,3.18018e-47,"False","Not Significant",46.4975482980048,5,"Capped"
"24","IRF9_MA0653.1","IRF9","MA0653.1","C_IRF9",12641,0.48032,705,0.39095,549,0.05491,8.79252e-79,"False","Up_CD4_Good",78.0558866351373,5,"Capped"
"25","JDP2_MA0655.1","JDP2","MA0655.1","C_BACH1",6269,0.40033,222,0.31974,166,0.04734,2.84282e-60,"False","Not Significant",59.5462506378409,5,"Capped"
"26","MEF2B_MA0660.1","MEF2B","MA0660.1","C_MEF2D",18699,0.32427,330,0.24933,263,0.05371,1.16203e-89,"False","Up_CD4_Good",88.9347826596683,5,"Capped"
"27","MLX_MA0663.1","MLX","MA0663.1","C_ARNT2",3378,0.89644,821,0.80803,736,-0.01541,1.55773e-15,"False","Not Significant",14.8075078160292,5,"Capped"
"28","MSC_MA0665.1","MSC","MA0665.1","C_MSC",11627,0.46775,525,0.39635,422,0.01022,3.40121e-20,"False","Not Significant",19.4683665527113,5,"Capped"
"29","MYF6_MA0667.1","MYF6","MA0667.1","C_MYF6",7714,0.44017,301,0.36125,236,0.03288,6.17004e-49,"False","Not Significant",48.2097120204525,5,"Capped"
"30","NEUROG2_MA0669.1","NEUROG2","MA0669.1","C_NEUROG2",5906,0.37854,160,0.28281,111,0.09733,1.72169e-86,"False","Up_CD4_Good",85.7640450430155,5,"Capped"
"31","OLIG2_MA0678.1","OLIG2","MA0678.1","C_OLIG1",4279,0.34079,78,0.25418,66,0.08285,1.2623e-76,"False","Up_CD4_Good",75.8988374177852,5,"Capped"
"32","PAX4_MA0068.2","PAX4","MA0068.2","C_Arx",4021,0.35601,108,0.26738,73,0.08947,8.95178e-75,"False","Up_CD4_Good",74.0480905996209,5,"Capped"
"33","SRF_MA0083.3","SRF","MA0083.3","C_SRF",4300,0.42391,192,0.33829,180,0.05788,2.04265e-62,"False","Up_CD4_Good",61.689806041635,5,"Capped"
"34","TBXT_MA0009.2","TBXT","MA0009.2","C_TBX19",4488,0.41291,150,0.33355,120,0.04041,2.79335e-45,"False","Not Significant",44.5538746448413,5,"Capped"
"35","TBX20_MA0689.1","TBX20","MA0689.1","C_TBX20",11866,0.4286,467,0.34881,365,0.03953,6.36661e-68,"False","Not Significant",67.1960917529374,5,"Capped"
"36","TFAP4_MA0691.1","TFAP4","MA0691.1","C_TFAP4",8791,0.46702,427,0.39393,353,0.01366,4.37221e-20,"False","Not Significant",19.3592989867839,5,"Capped"
"37","ZIC1_MA0696.1","ZIC1","MA0696.1","C_ZIC5",12280,0.76726,1764,0.71079,1532,-0.06964,3.96829e-88,"False","Up_CD4_Poor",87.4013965974056,5,"Capped"
"38","PHOX2A_MA0713.1","PHOX2A","MA0713.1","C_PHOX2B",12500,0.29924,156,0.20612,119,0.11722,6.54631e-114,"True","Up_CD4_Good",113.18400343256,5,"Capped"
"39","PROP1_MA0715.1","PROP1","MA0715.1","C_PHOX2B",15263,0.28933,154,0.19781,116,0.11752,3.10337e-116,"True","Up_CD4_Good",115.50816644247,5,"Capped"
"40","VENTX_MA0724.1","VENTX","MA0724.1","C_VENTX",4776,0.37763,160,0.28845,127,0.08132,6.55194e-76,"False","Up_CD4_Good",75.1836300883216,5,"Capped"
"41","RARA_MA0729.1","RARA","MA0729.1","C_RARA",12901,0.37797,348,0.30016,293,0.04883,1.39193e-79,"False","Not Significant",78.856382604796,5,"Capped"
"42","RARA_MA0730.1","RARA","MA0730.1","C_Rarb",9185,0.4967,479,0.42623,402,0.0082,2.11605e-10,"False","Not Significant",9.67447407460115,5,"Capped"
"43","BCL6B_MA0731.1","BCL6B","MA0731.1","C_BCL6B",10267,0.42997,459,0.34726,363,0.0474,1.65668e-72,"False","Not Significant",71.7807613706726,5,"Capped"
"44","EGR2_MA0472.2","EGR2","MA0472.2","C_EGR3",10558,1.01966,2774,0.95803,2526,-0.08363,4.62188e-95,"False","Up_CD4_Poor",94.3351813344983,5,"Capped"
"45","GLIS2_MA0736.1","GLIS2","MA0736.1","C_GLIS2",8237,0.74964,1119,0.70418,985,-0.09062,1.87102e-92,"False","Up_CD4_Poor",91.7279215701466,5,"Capped"
"46","GLIS3_MA0737.1","GLIS3","MA0737.1","C_GLIS3",7027,0.6041,601,0.54605,524,-0.03274,2.10974e-51,"False","Not Significant",50.6757710629596,5,"Capped"
"47","KLF16_MA0741.1","KLF16","MA0741.1","C_KLF16",38114,1.00554,10537,0.94671,9684,-0.08581,3.62307e-126,"True","Up_CD4_Poor",125.440923275041,5,"Capped"
"48","ZNF143_MA0088.2","ZNF143","MA0088.2","C_ZNF76",10196,0.58328,1170,0.50977,1065,0.01099,1.73299e-18,"False","Not Significant",17.7612039433203,5,"Capped"
"49","E2F7_MA0758.1","E2F7","MA0758.1","C_E2FD",7266,0.51544,540,0.43793,460,0.01751,9.97436e-28,"False","Not Significant",27.0011149610433,5,"Capped"
"50","HSF2_MA0770.1","HSF2","MA0770.1","C_HSFA4A",9900,0.40503,352,0.32595,294,0.0481,3.90637e-69,"False","Not Significant",68.4082266239903,5,"Capped"
"51","HSF4_MA0771.1","HSF4","MA0771.1","C_HSFA4A",8538,0.43096,369,0.35921,332,0.02165,4.89576e-38,"False","Not Significant",37.3101798803295,5,"Capped"
"52","MEF2D_MA0773.1","MEF2D","MA0773.1","C_MEF2D",21337,0.31397,329,0.23454,249,0.06953,8.01231e-99,"False","Up_CD4_Good",98.0962422559979,5,"Capped"
"53","MEIS2_MA0774.1","MEIS2","MA0774.1","C_MEIS1",9069,0.52209,657,0.44481,573,0.02047,6.65191e-30,"False","Not Significant",29.1770536353948,5,"Capped"
"54","MYBL1_MA0776.1","MYBL1","MA0776.1","C_MYBL1",1573,0.58334,136,0.48859,111,0.04256,2.37683e-31,"False","Not Significant",30.6240018795685,5,"Capped"
"55","MYBL2_MA0777.1","MYBL2","MA0777.1","C_MYBL2",1761,0.53254,135,0.45192,119,0.02809,1.32662e-19,"False","Not Significant",18.877253459605,5,"Capped"
"56","NFKB1_MA0105.4","NFKB1","MA0105.4","C_Rel",8297,0.53143,563,0.48252,504,-0.04899,1.4756e-62,"False","Not Significant",61.8310313534452,5,"Capped"
"57","PAX3_MA0780.1","PAX3","MA0780.1","C_Pax7",5768,0.30719,73,0.21753,58,0.11103,1.25533e-97,"True","Up_CD4_Good",96.9012420922389,5,"Capped"
"58","PKNOX2_MA0783.1","PKNOX2","MA0783.1","C_PKNOX2",10941,0.41083,380,0.33259,310,0.03956,1.63949e-64,"False","Not Significant",63.7852912279474,5,"Capped"
"59","POU3F2_MA0787.1","POU3F2","MA0787.1","C_POU3F3",18134,0.33339,388,0.24048,310,0.10888,9.24076e-115,"True","Up_CD4_Good",114.034292309058,5,"Capped"
"60","POU3F3_MA0788.1","POU3F3","MA0788.1","C_POU3F3",21455,0.31536,361,0.22241,273,0.11492,1.2245e-123,"True","Up_CD4_Good",122.912041210539,5,"Capped"
"61","POU3F4_MA0789.1","POU3F4","MA0789.1","C_POU3F3",13346,0.358,365,0.26353,295,0.10796,3.13755e-111,"True","Up_CD4_Good",110.503409344538,5,"Capped"
"62","POU5F1B_MA0792.1","POU5F1B","MA0792.1","C_POU3F3",14220,0.35642,417,0.26027,337,0.11339,4.67451e-112,"True","Up_CD4_Good",111.330263906813,5,"Capped"
"63","PROX1_MA0794.1","PROX1","MA0794.1","C_PROX1",4223,0.52584,293,0.44655,240,0.02077,1.13049e-23,"False","Not Significant",22.9467332749498,5,"Capped"
"64","SMAD3_MA0795.1","SMAD3","MA0795.1","C_SMAD5",3242,0.46999,162,0.37508,133,0.08085,4.49603e-70,"False","Up_CD4_Good",69.3471707995762,5,"Capped"
"65","TGIF1_MA0796.1","TGIF1","MA0796.1","C_PKNOX2",9952,0.41126,348,0.33173,271,0.044,5.40859e-64,"False","Not Significant",63.2669159391507,5,"Capped"
"66","TGIF2_MA0797.1","TGIF2","MA0797.1","C_PKNOX2",9510,0.41649,351,0.33439,276,0.04891,1.48093e-71,"False","Not Significant",70.8294654690495,5,"Capped"
"67","RUNX2_MA0511.2","RUNX2","MA0511.2","C_Bcl11B",8514,0.53634,599,0.4539,477,0.01763,1.07254e-30,"False","Not Significant",29.9695865019821,5,"Capped"
"68","MGA_MA0801.1","MGA","MA0801.1","C_TBX4",10385,0.44714,469,0.37441,390,0.01687,2.32931e-28,"False","Not Significant",27.6327727088332,5,"Capped"
"69","TBX15_MA0803.1","TBX15","MA0803.1","C_TBX4",9636,0.47009,490,0.39697,413,0.01435,1.00092e-24,"False","Not Significant",23.9996006327574,5,"Capped"
"70","TBX1_MA0805.1","TBX1","MA0805.1","C_TBX4",11230,0.45003,505,0.37433,430,0.02503,4.26301e-47,"False","Not Significant",46.3702836486009,5,"Capped"
"71","TBX4_MA0806.1","TBX4","MA0806.1","C_TBX4",8154,0.45142,371,0.37686,321,0.02215,3.39489e-39,"False","Not Significant",38.4691742930085,5,"Capped"
"72","TBX5_MA0807.1","TBX5","MA0807.1","C_TBX4",14088,0.46619,663,0.39727,582,0.0103,3.40794e-22,"False","Not Significant",21.4675080600023,5,"Capped"
"73","TEAD3_MA0808.1","TEAD3","MA0808.1","C_TEAD4",8173,0.41025,293,0.3348,252,0.03052,1.09818e-50,"False","Not Significant",49.9593264699043,5,"Capped"
"74","TFAP2B_MA0813.1","TFAP2B","MA0813.1","C_TFAP2C",11261,0.77387,1659,0.71823,1485,-0.06582,2.04526e-87,"False","Up_CD4_Poor",86.689251475242,5,"Capped"
"75","TFAP2C_MA0815.1","TFAP2C","MA0815.1","C_TFAP2C",10045,0.79254,1540,0.73923,1378,-0.07157,1.49955e-88,"False","Up_CD4_Poor",87.8240390488361,5,"Capped"
"76","HES7_MA0822.1","HES7","MA0822.1","C_BHLH104",4551,0.66934,588,0.60337,532,-0.02782,1.44065e-40,"False","Not Significant",39.841441516432,5,"Capped"
"77","HEY1_MA0823.1","HEY1","MA0823.1","C_HEY1",4171,0.81079,768,0.73352,686,-0.03686,5.46293e-46,"False","Not Significant",45.2625743643414,5,"Capped"
"78","OLIG1_MA0826.1","OLIG1","MA0826.1","C_OLIG1",4476,0.33593,66,0.24932,54,0.08273,1.14101e-72,"False","Up_CD4_Good",71.9427105493366,5,"Capped"
"79","OLIG3_MA0827.1","OLIG3","MA0827.1","C_OLIG1",4928,0.3454,100,0.25703,79,0.08678,1.44145e-80,"False","Up_CD4_Good",79.8412004175149,5,"Capped"
"80","CEBPG_MA0838.1","CEBPG","MA0838.1","C_atf-2",2852,0.54055,258,0.45561,217,0.03439,1.13158e-30,"False","Not Significant",29.9463147370425,5,"Capped"
"81","FOXB1_MA0845.1","FOXB1","MA0845.1","C_FOXC2",20812,0.32533,374,0.23346,279,0.10479,2.72101e-118,"False","Up_CD4_Good",117.565269862139,5,"Capped"
"82","FOXC1_MA0032.2","FOXC1","MA0032.2","C_FOXC2",24363,0.3256,438,0.23725,331,0.0923,6.26484e-121,"False","Up_CD4_Good",120.203090016131,5,"Capped"
"83","FOXO4_MA0848.1","FOXO4","MA0848.1","C_FKH1",13013,0.40186,479,0.31292,380,0.07223,3.50805e-92,"False","Up_CD4_Good",91.4549342252919,5,"Capped"
"84","FOXO6_MA0849.1","FOXO6","MA0849.1","C_FKH1",13013,0.40186,479,0.31292,380,0.07223,3.50805e-92,"False","Up_CD4_Good",91.4549342252919,5,"Capped"
"85","FOXP3_MA0850.1","FOXP3","MA0850.1","C_FKH1",17643,0.3867,593,0.29815,466,0.07468,5.1808e-102,"False","Up_CD4_Good",101.285603172927,5,"Capped"
"86","RXRB_MA0855.1","RXRB","MA0855.1","C_PPARD",10297,0.49964,617,0.42492,532,0.02366,7.14497e-47,"False","Not Significant",46.1459995903666,5,"Capped"
"87","RXRG_MA0856.1","RXRG","MA0856.1","C_PPARD",9916,0.49284,576,0.41838,492,0.02292,1.39503e-37,"False","Not Significant",36.8554164528245,5,"Capped"
"88","TP63_MA0525.2","TP63","MA0525.2","C_TP63",4746,0.45946,302,0.37861,272,0.03971,1.18773e-47,"False","Not Significant",46.9252822738641,5,"Capped"
"89","TP53_MA0106.3","TP53","MA0106.3","C_TP53",5590,0.44728,261,0.36451,222,0.04754,8.19163e-61,"False","Not Significant",60.0866296721626,5,"Capped"
"90","GMEB2_MA0862.1","GMEB2","MA0862.1","C_GMEB2",929,0.82036,201,0.72423,174,0.01985,1.49423e-11,"False","Not Significant",10.825582548409,5,"Capped"
"91","MTF1_MA0863.1","MTF1","MA0863.1","C_MTF1",6236,0.6263,620,0.54742,536,0.0116,1.48949e-14,"False","Not Significant",13.8269624081652,5,"Capped"
"92","E2F1_MA0024.3","E2F1","MA0024.3","C_E2F4",1810,0.87818,384,0.79292,323,-0.03246,3.88844e-23,"False","Not Significant",22.4102245979741,5,"Capped"
"93","SOX21_MA0866.1","SOX21","MA0866.1","C_Sox21b",11611,0.3595,272,0.26619,214,0.09949,8.32024e-106,"False","Up_CD4_Good",105.079864146165,5,"Capped"
"94","TFAP2A_MA0872.1","TFAP2A","MA0872.1","C_TFAP2C",10551,0.77286,1531,0.7177,1374,-0.06402,5.4567e-89,"False","Up_CD4_Poor",88.2630699223257,5,"Capped"
"95","ZNF24_MA1124.1","ZNF24","MA1124.1","C_ZNF24",14843,0.36554,364,0.27928,301,0.08056,1.53898e-105,"False","Up_CD4_Good",104.812767024058,5,"Capped"
"96","ZSCAN4_MA1155.1","ZSCAN4","MA1155.1","C_ZSCAN4",14548,0.47833,780,0.40262,633,0.01946,1.04457e-40,"False","Not Significant",39.9810624512365,5,"Capped"
"97","FOSBJUN_MA1127.1","FOSB::JUN","MA1127.1","C_FOSL2::JUNB",4794,0.78554,1025,0.69304,923,0.02958,1.65606e-37,"False","Not Significant",36.7809239325289,5,"Capped"
"98","FOSL1JUN_MA1129.1","FOSL1::JUN","MA1129.1","C_FOSL2::JUNB",3188,0.87626,821,0.77608,740,0.03229,9.36007e-34,"False","Not Significant",33.0287209033452,5,"Capped"
"99","FOSBJUNB_MA1136.1","FOSB::JUNB","MA1136.1","C_FOSL2::JUNB",3712,0.87607,942,0.77904,855,0.02394,7.34227e-25,"False","Not Significant",24.1341696490674,5,"Capped"
"100","IRF5_MA1420.1","IRF5","MA1420.1","C_IRF5",7356,0.54058,540,0.44974,458,0.04882,3.36171e-71,"False","Not Significant",70.4734397539638,5,"Capped"
"101","TCF7L1_MA1421.1","TCF7L1","MA1421.1","C_TCF7L1",18145,0.40864,624,0.32679,492,0.05533,8.95963e-90,"False","Up_CD4_Good",89.0477099247437,5,"Capped"
"102","ATOH7_MA1468.1","ATOH7","MA1468.1","C_OLIG1",6543,0.38187,166,0.29502,127,0.07547,6.14491e-84,"False","Up_CD4_Good",83.2114844735244,5,"Capped"
"103","FERD3L_MA1485.1","FERD3L","MA1485.1","C_FERD3L",9849,0.63141,1036,0.56028,888,-0.00811,2.21803e-09,"False","Not Significant",8.65403258409022,5,"Capped"
"104","FOXN3_MA1489.1","FOXN3","MA1489.1","C_FOXN3",11315,0.36204,312,0.27287,229,0.08236,5.68936e-99,"False","Up_CD4_Good",98.2449365849408,5,"Capped"
"105","HES6_MA1493.1","HES6","MA1493.1","C_HES6",5350,0.62733,601,0.55806,543,-0.02133,1.57225e-28,"False","Not Significant",27.8034783965994,5,"Capped"
"106","IRF6_MA1509.1","IRF6","MA1509.1","C_IRF6",3417,0.62813,333,0.55325,272,-0.00638,0.023989,"False","Not Significant",1.61998785555588,1.61998785555588,"Not Capped"
"107","NR2F1_MA1538.1","NR2F1","MA1538.1","C_NR2F1",6113,0.51237,334,0.4556,289,-0.03087,2.44929e-46,"False","Not Significant",45.6109597906436,5,"Capped"
"108","NR2F6_MA1539.1","NR2F6","MA1539.1","C_NR2F1",5830,0.5049,293,0.44815,264,-0.02524,8.00887e-37,"False","Not Significant",36.096428755749,5,"Capped"
"109","RXRB_MA1555.1","RXRB","MA1555.1","C_RXRG",6549,0.53822,465,0.47097,403,-0.00141,0.795068,"False","Not Significant",0.0995957257311566,0.0995957257311566,"Not Capped"
"110","RXRG_MA1556.1","RXRG","MA1556.1","C_RXRG",7411,0.57713,648,0.51287,588,-0.0146,1.92872e-23,"False","Not Significant",22.7147308160478,5,"Capped"
"111","SMAD5_MA1557.1","SMAD5","MA1557.1","C_SMAD5",2757,0.48838,145,0.39979,128,0.06502,2.38406e-62,"False","Up_CD4_Good",61.6226828188391,5,"Capped"
"112","TFAP4_MA1570.1","TFAP4","MA1570.1","C_TFAP4",4759,0.36802,137,0.29072,107,0.05144,2.16659e-63,"False","Up_CD4_Good",62.6642232656919,5,"Capped"
"113","TGIF2LX_MA1571.1","TGIF2LX","MA1571.1","C_PKNOX2",5946,0.46457,306,0.38048,251,0.04161,1.64379e-52,"False","Not Significant",51.7841536659119,5,"Capped"
"114","TGIF2LY_MA1572.1","TGIF2LY","MA1572.1","C_PKNOX2",5556,0.46599,285,0.38418,242,0.03862,7.44102e-47,"False","Not Significant",46.1283675281626,5,"Capped"
"115","ZBTB32_MA1580.1","ZBTB32","MA1580.1","C_ZBTB32",7564,0.3797,205,0.28988,161,0.08322,3.59406e-88,"False","Up_CD4_Good",87.4444146769623,5,"Capped"
"116","ZNF135_MA1587.1","ZNF135","MA1587.1","C_ZNF460",41161,0.43849,1844,0.39017,1639,-0.03547,3.17169e-86,"False","Not Significant",85.4987092670885,5,"Capped"
"117","ZNF136_MA1588.1","ZNF136","MA1588.1","C_ZNF136",14807,0.3367,292,0.27027,237,0.01924,3.8331e-41,"False","Not Significant",40.4164498504869,5,"Capped"
"118","ZNF382_MA1594.1","ZNF382","MA1594.1","C_ZNF382",10019,0.43695,439,0.35002,343,0.05924,6.16278e-77,"False","Up_CD4_Good",76.2102233355131,5,"Capped"
"119","ZNF460_MA1596.1","ZNF460","MA1596.1","C_ZNF460",59547,0.66321,7113,0.61133,6369,-0.05693,1.29715e-115,"False","Up_CD4_Poor",114.88700980001,5,"Capped"
"120","ZNF528_MA1597.1","ZNF528","MA1597.1","C_ZNF528",15727,0.50179,918,0.42836,765,0.01608,2.6119e-37,"False","Not Significant",36.5830434546097,5,"Capped"
"121","HOXA5_MA0158.2","HOXA5","MA0158.2","C_HOXB7",3599,0.3795,120,0.29522,81,0.06316,6.6573e-60,"False","Up_CD4_Good",59.1767018718588,5,"Capped"
"122","HOXD3_MA0912.2","HOXD3","MA0912.2","C_Ubx",5763,0.35728,150,0.27268,103,0.07088,2.83008e-73,"False","Up_CD4_Good",72.5482012877734,5,"Capped"
"123","NEUROG1_MA0623.2","NEUROG1","MA0623.2","C_OLIG1",3755,0.35254,65,0.26871,60,0.07534,2.53587e-72,"False","Up_CD4_Good",71.5958730140907,5,"Capped"
"124","ZNF707_MA1715.1","ZNF707","MA1715.1","C_ZNF707",16728,0.60167,1555,0.53877,1364,-0.02691,2.01587e-63,"False","Not Significant",62.69553747823,5,"Capped"
"125","ZNF8_MA1718.1","ZNF8","MA1718.1","C_ZNF8",10878,0.3343,198,0.2464,162,0.0914,9.10201e-98,"False","Up_CD4_Good",97.0408626916881,5,"Capped"
"126","ELK1HOXA1_MA1931.1","ELK1::HOXA1","MA1931.1","C_ELK1::HOXA1",6982,0.83737,1587,0.74098,1371,0.01208,4.95607e-17,"False","Not Significant",16.3048625682364,5,"Capped"
"127","HOXB2ELK1_MA1957.1","HOXB2::ELK1","MA1957.1","C_HOXB2::ELK1",6676,0.7522,1228,0.65173,1039,0.03728,1.52062e-55,"False","Not Significant",54.8179793017406,5,"Capped"
"128","POU2F1SOX2_MA1962.1","POU2F1::SOX2","MA1962.1","C_POU2F1::SOX2",19284,0.31602,290,0.22477,205,0.10302,6.80777e-115,"False","Up_CD4_Good",114.166995125282,5,"Capped"
"129","ZFP14_MA1972.1","ZFP14","MA1972.1","C_ZFP14",29437,0.63641,2971,0.57499,2571,-0.03557,4.32213e-83,"False","Not Significant",82.36430217465,5,"Capped"
"130","ZNF418_MA1980.1","ZNF418","MA1980.1","C_ZNF418",19933,0.42043,757,0.33708,559,0.0463,2.96718e-82,"False","Not Significant",81.527656106991,5,"Capped"
"131","ZNF669_MA1985.1","ZNF669","MA1985.1","C_ZNF669",5682,0.77327,814,0.72082,723,-0.07635,3.48761e-74,"False","Up_CD4_Poor",73.4574720857572,5,"Capped"
"132","SP1_MA0079.5","SP1","MA0079.5","C_KLF5",52129,1.05957,14979,1.0033,13687,-0.10353,2.08273e-139,"True","Up_CD4_Poor",138.681367027273,5,"Capped"
"133","RFX1_MA0509.3","RFX1","MA0509.3","C_RFX1",4476,0.73288,799,0.64434,717,0.01331,3.49031e-13,"False","Not Significant",12.4571359984533,5,"Capped"
"134","SP2_MA0516.3","SP2","MA0516.3","C_KLF5",49742,1.15107,16695,1.09241,15354,-0.10814,3.3921e-139,"True","Up_CD4_Poor",138.469531353111,5,"Capped"
"135","BHLHA15_MA0607.2","BHLHA15","MA0607.2","C_OLIG1",3595,0.37012,82,0.27634,61,0.09747,6.38713e-78,"False","Up_CD4_Good",77.19469424437,5,"Capped"
"136","SP4_MA0685.2","SP4","MA0685.2","C_KLF5",52342,1.03148,14831,0.9706,13619,-0.08531,6.1028e-131,"True","Up_CD4_Poor",130.214470862441,5,"Capped"
"137","KLF14_MA0740.2","KLF14","MA0740.2","C_KLF5",51173,1.07944,15649,1.02135,14380,-0.10048,3.28941e-142,"True","Up_CD4_Poor",141.482881991631,5,"Capped"
"138","KLF12_MA0742.2","KLF12","MA0742.2","C_KLF5",44221,1.15176,14845,1.09217,13655,-0.10687,3.50316e-138,"True","Up_CD4_Poor",137.455540026676,5,"Capped"
"139","RFX3_MA0798.3","RFX3","MA0798.3","C_RFX1",4715,0.76752,905,0.68221,814,-0.00273,0.123503,"False","Not Significant",0.908322492868919,0.908322492868919,"Not Capped"
"140","BHLHE22_MA0818.2","BHLHE22","MA0818.2","C_OLIG1",3087,0.35567,61,0.26924,54,0.08485,1.16337e-68,"False","Up_CD4_Good",67.9342821396114,5,"Capped"
"141","HES5_MA0821.2","HES5","MA0821.2","C_HEY1",2985,0.79635,521,0.72776,465,-0.04579,9.80462e-40,"False","Not Significant",39.008569233725,5,"Capped"
"142","TFE3_MA0831.3","TFE3","MA0831.3","C_cyc",3900,0.89538,995,0.8086,904,-0.01379,2.29634e-12,"False","Not Significant",11.6389638091347,5,"Capped"
"143","CDX1_MA0878.3","CDX1","MA0878.3","C_HOXA10",13305,0.36,323,0.26954,254,0.09114,1.38111e-104,"False","Up_CD4_Good",103.85977173019,5,"Capped"
"144","DUXA_MA0884.2","DUXA","MA0884.2","C_DUXA",6491,0.31719,81,0.23011,74,0.09369,5.94994e-94,"False","Up_CD4_Good",93.2254874137337,5,"Capped"
"145","KLF10_MA1511.2","KLF10","MA1511.2","C_KLF5",47460,1.10677,14985,1.04995,13746,-0.10746,5.44832e-137,"True","Up_CD4_Poor",136.263737392624,5,"Capped"
